utterance_id,room_x,room_y,room_z,micL_x,micL_y,micR_x,micR_y,mic_z,s1_x,s1_y,s1_z,s2_x,s2_y,s2_z,T60
01to030v_0.76421_20ga010m_-0.76421.wav,7.08138224685824,5.324865769546664,3.711832247525353,3.5650741531740358,2.451513941708819,3.4523363807890366,2.550459354324403,1.3499757856423398,3.875456835357078,3.0484375305997653,1.584775786925711,2.5992981516170395,4.251185862987451,1.7413818726663377,0.3313393153326323
40ec020o_1.3218_20ca010n_-1.3218.wav,8.177853552211749,7.195295156438011,3.974844616369338,3.928100002596533,3.600868411334618,3.992663385754041,3.747263662470906,0.9494777479040792,4.675783641132386,4.849979799998233,1.084708664834629,5.263627111117539,4.981674835398981,1.0154396148845772,0.6145517849244361
20lo010m_0.13154_01mc020p_-0.13154.wav,7.435013417644763,6.234967506766786,3.9521116629783286,3.533325700335144,3.1347895817676807,3.540029751642441,2.9849394710033934,1.7707346191948452,5.293994071982178,3.6795987056260184,1.617053113581444,2.2379788862587993,4.025061759030892,1.1414141521220107,0.5336417100654504
02bc0206_1.1297_01ta0107_-1.1297.wav,8.564004806557486,5.739851018741733,3.7265140577052978,4.330480833613576,3.044903592601055,4.213824350344888,2.95061008852266,0.9397356687937336,3.223656831737646,1.2671621631076555,0.9818675834912298,4.792709983540212,4.061954102841387,1.139359940295428,0.946919016045622
01ea010c_0.67547_20la010h_-0.67547.wav,6.617882469136861,5.667027265940421,3.0737281674293246,3.1976996830933606,2.8501486886569194,3.2998404068006115,2.9599998268420067,1.683077397446632,2.127106485698337,1.8580937328994602,1.7480477195916424,4.067459106085972,2.6760421327730786,0.9095937241898976,0.6910782934622124
20ba010t_0.66115_025o0304_-0.66115.wav,7.3466918245240995,5.261102620830933,3.414836818915957,3.689481854354201,2.5987561000624537,3.832618129344814,2.6436114986429087,1.2672679591484035,2.478859687492572,1.5814681543863212,1.757057386896806,3.428475135900634,4.006176102295114,1.359414926204019,0.3937997144561073
40oo030x_1.0228_016a010p_-1.0228.wav,8.696632657312133,5.2256808433926025,3.906802057152716,4.449593901000373,2.34774738831652,4.556918845377647,2.479585760251307,1.7783015231256976,3.6288081086048862,2.6080897718705573,1.5164107284667252,5.085717819340428,3.6096394854615115,0.9069405576493382,0.2344311750215828
408c021e_1.5868_406a010d_-1.5868.wav,8.95357281976461,9.626796452952924,3.990654981125762,4.361474829967225,4.93212276765152,4.334511973120181,5.079679551130442,0.9198594986415676,3.1707264865270783,3.4600168588309006,0.9328290516887262,4.95748424006792,4.419030060372938,1.067301192851769,0.4710358413872237
40fc0201_1.9564_017o030p_-1.9564.wav,9.63804655936308,9.382119256410665,3.867942370108029,4.709580583435555,4.734807273945512,4.608017861607888,4.845193022731104,1.296583915642254,5.369419960133351,4.808240176770884,1.2281124735977564,5.191624226464361,3.6572959111691272,1.1636302504644942,0.452622228775639
01go0313_0.87834_40lc020q_-0.87834.wav,5.140277854115552,6.765475209883888,3.032291559229542,2.4638455715552663,3.2228524858144083,2.447623039263044,3.3719726703838613,1.7866235325625173,1.8224223395852757,4.60804642014885,1.526787604880706,1.0767929217519787,3.3699622703730103,1.5845892027299828,0.287854622833972
