utterance_id,room_x,room_y,room_z,micL_x,micL_y,micR_x,micR_y,mic_z,s1_x,s1_y,s1_z,s2_x,s2_y,s2_z,T60
40na010x_1.9857_01xo031a_-1.9857.wav,6.473325013435549,7.652933778026471,3.191520786947495,3.015121534528599,3.884224230951272,3.112523765459983,3.998297915075129,1.49070016959827,4.4893250770831585,4.250498642080753,1.222032244035194,4.876578822333737,4.621100111716059,1.6776378931915898,0.926374315688818
020c0211_0.44692_40mc021b_-0.44692.wav,5.255968328102268,8.262093077328274,3.5517513686348754,2.6448347980982505,4.196111116157329,2.6891441325952585,4.052804860618947,1.154689344771292,1.5297045713733564,5.014075251666866,1.6098306387110095,3.407935020335181,5.182520499526102,1.0358160249786097,0.4331448101294943
01do030h_1.6205_024o030m_-1.6205.wav,8.59018596851823,6.461586772520693,3.198773872200343,4.355616339273031,3.2370661465340023,4.499660767093615,3.278913521766396,0.9741057742912328,4.105467263384825,2.446209653600904,1.0066250383911688,5.363878169348658,2.4988702344036247,1.617540956995779,0.4407872369581758
20uo010f_2.3772_022c020k_-2.3772.wav,9.80393878233389,8.29602696188011,3.7187760832244345,5.0128941788657535,4.22425429787258,4.985906015575415,4.381961745516039,1.0205511008182138,5.819083011820027,2.693148279039795,0.926241296867828,3.9382280937294514,4.672888444801426,1.3685715571601986,0.6957236044994105
20aa010c_1.617_01jc020s_-1.617.wav,5.652146411043095,9.92191765497236,3.065702321918085,2.882105707263704,5.064216573065641,2.8334679659746462,4.922320941976102,1.7589040790012318,3.441298457232026,4.5330535355824555,0.9141265736558494,2.9698676789290666,3.286229221466483,1.6848394073578534,0.2832220172779111
40jc0216_2.2526_40ha010s_-2.2526.wav,6.369065964588922,6.181905631912997,3.3105198436453875,3.318059352237988,2.8658178491709383,3.223521219485713,2.9822761741447814,1.507937798703984,3.637996516794327,1.403128124701613,1.2179531266025576,3.2838781530464356,3.862520566593092,1.554671264016808,0.1128255545804418
20qa010h_1.7552_013o0312_-1.7552.wav,7.268687309711034,7.438386647342742,3.640874829444495,3.392223408708848,3.740276301549966,3.561398982892857,3.756998296033606,1.76431121462164,4.832349296484563,3.5653876966869595,1.6495838415621566,4.678137311435282,4.396438176740226,1.683942294658466,0.8278518453924546
028o031d_0.75963_01ca010d_-0.75963.wav,8.66056021767317,9.118099935100076,3.744979211216807,4.349216544921673,4.499052763384694,4.241793775228183,4.630811438815875,1.6618873456053451,5.0105093202798665,5.334168220263828,1.3688635331974508,5.269599235339058,3.7512265589827294,1.343792104727874,0.4017910071966364
40bo0319_1.5155_01uc0201_-1.5155.wav,6.825618246952031,8.915030605460704,3.9479230192085657,3.235861791003648,4.596537206586348,3.293768466407386,4.447383537695213,1.047359077641151,1.246238180268378,4.700578246646135,1.3866727006748638,2.577156629026498,3.103612303046935,0.9332722328085344,0.9329023395735142
20ia010n_1.3886_028a010m_-1.3886.wav,5.942921040165658,8.910138790140223,3.6439261219721386,2.9970127796233057,4.553104083036996,2.934227449423869,4.700270663182583,1.1428932714256466,3.1219357853762246,6.242264172349603,1.7579724226569322,1.6864593673232144,3.85842728883512,1.0414885881905502,0.6551442784519517
01xo0302_0.13399_02do030v_-0.13399.wav,6.175109571606201,8.002536633098682,3.360608422504204,2.9771956647281845,3.863277588407144,2.933012665560372,4.017056203905324,1.0930653177171976,3.7662900779157003,5.446324567392635,1.5753276436610362,2.996817498350152,4.746644090712273,1.4850867883453822,0.4872967055699457
026a010b_1.2413_20cc010b_-1.2413.wav,7.400247317502773,6.688073338286882,3.389706289321732,3.919154859861388,3.3221733249700027,3.768130212717388,3.37500850221992,1.6872210128842404,2.0000434710804225,3.4520404281301165,1.4404664480020406,4.783660493946312,3.0836447040978303,1.7881294132632126,0.8976273060120719
20la0108_2.1194_02da010f_-2.1194.wav,7.689447298459009,5.417688101930059,3.31388748900193,3.607173117018764,2.5899987578524564,3.76716494082391,2.591616260712699,1.192966556681052,3.5860180836488396,4.355181607709857,1.3771230952975726,4.855830761729581,3.925436435453728,1.2602016092603696,0.7410911719334784
20oa0105_0.8852_40ha010z_-0.8852.wav,5.930206062800279,5.068579666465157,3.59278905574763,2.781432096271798,2.6430118725267944,2.761346152200333,2.49436277279606,1.2677966111841523,3.4657660310468072,2.054294792788659,1.4311983346967412,2.599765608001838,1.6199298189832534,1.114601452977873,0.2843610286498789
20va010a_1.6058_404o0313_-1.6058.wav,8.606369333747809,8.384614895438345,3.986810556343049,4.391902072233885,4.173276291783639,4.2462634187119175,4.209184265832706,1.7083146402046108,4.652094222882161,3.5939985556060265,1.4015350060077916,3.910328836266597,2.2877710501165858,1.7622763279760028,0.8554902941194247
01ka010f_2.4256_20ia0103_-2.4256.wav,6.319471129451625,5.678757661338376,3.9015894457842273,3.093788976392641,3.013237600093168,3.2385407513923075,2.945069252346974,0.9497674417275512,3.848651189537044,2.31608718884554,1.524630592479888,2.5798224026747003,2.5035382347771082,1.655356283765799,0.4202693836647943
20ic010c_1.0292_021o0317_-1.0292.wav,8.063075496221304,9.629085465131134,3.151460793522386,4.157633685176799,4.752366144821228,4.087790904215978,4.5973758678756775,1.6559566561454249,3.3860910010932828,5.618021510623317,1.2581479466996246,4.665918697224551,6.5489218490295835,1.2323279791534625,0.8616365347907997
40ac020b_0.32714_02ca0109_-0.32714.wav,7.227352286113856,7.781351024914465,3.763800731485458,3.7726191539665535,4.080666176949492,3.854559839066996,3.955024925263312,1.2950623275547086,4.589644943034691,3.34569727837014,1.576404544881997,3.141574919743996,3.8476155104106207,1.5057606804340278,0.6925725569133746
015c0202_0.45613_40ac020a_-0.45613.wav,7.619813090925556,9.29433519267274,3.335648674229673,3.748085152779827,4.678822499159817,3.579852283496509,4.703270437573969,1.494197961802417,4.009476536490882,2.901597476160434,1.748567018226609,3.189105785075229,5.801720398798061,1.523985488039234,0.7356403290930782
204a010y_1.6818_01la0109_-1.6818.wav,7.579233598374065,6.113496157974073,3.649859925831116,3.9355651907332874,3.010703601642712,3.78556973271825,3.0118708954615308,1.1352710107009507,4.301236733723469,3.9311410755317024,1.6048781698753585,5.159374453595318,2.671258147596086,1.2265542905955478,0.761821507244006
408a010o_0.79757_024o0316_-0.79757.wav,5.047557415375854,8.840897603730063,3.9658868295212897,2.6183361930806046,4.472818981799587,2.5778597912620644,4.637930038049082,0.9927197863653604,3.1811638174144767,5.693439075303036,1.710339899905894,3.0214661373867044,6.036570615601911,1.1405213095506697,0.2621152536243967
205a010h_1.5091_02ba0107_-1.5091.wav,8.26543703302613,8.546754440295082,3.0620527200825487,4.345663382084735,4.117317298557009,4.300597021247774,4.270839359254855,1.491191647915181,3.8411051584670157,2.4229029799693227,1.496961299541617,3.480902526183976,5.125626141065812,1.7589308776687511,0.7655023001833656
20ac010h_2.4671_40io0319_-2.4671.wav,9.284876651294836,9.402134301782144,3.179205770881856,4.585316432109859,4.564946371279191,4.473038357142932,4.4654796236611,1.035439675675331,6.447623420434076,4.215890022017981,1.358920679555463,4.009737864173084,3.4425781109567914,1.0116541131308148,0.8193165474798363
40ea010r_2.2194_401c020s_-2.2194.wav,7.196979448910144,8.278935095874834,3.796950377855355,3.636318212082097,4.134257951497098,3.599376407594815,3.988878093603292,1.19628950805488,2.290520299020428,5.006076737839274,1.53887973966986,3.315770612677456,5.0575077013385625,1.1999844100305497,0.7032555823773404
01wc020a_0.10931_01qc0215_-0.10931.wav,9.609099092878276,8.608524899247996,3.266955691992485,4.63116950731755,4.196973639815271,4.607881277671382,4.365370962715451,1.16078407863608,5.0994790392604665,5.3312541149360575,1.6994848201714745,3.6868239784462142,5.79007184305045,1.1589221289842937,0.7719354803091136
40ao030a_0.083284_01fo030v_-0.083284.wav,8.856093456197533,8.51055968222952,3.879155167173016,4.413875791802536,4.105242444217196,4.512460659175549,4.23126237885075,1.44395795961243,5.041051546564873,4.641582341228929,1.27124728414523,3.867382799218635,5.127506883085324,1.3438950297400347,0.5897770749589711
01sc020l_2.4707_20vc010b_-2.4707.wav,5.986750636830928,7.192050824729103,3.1898164237366906,2.997652041102184,3.506568617928742,3.13808845914716,3.6023684743310187,1.2290765431324608,2.5645695130752704,2.958501237398286,1.005268098055533,1.346792933724849,3.9220401704615426,0.9667056474176404,0.6613716834641468
20ia0107_1.7593_206a010n_-1.7593.wav,7.479066873899284,7.1301618656088905,3.1007651724961263,3.9989210501765817,3.5373565506323543,3.8298533284229577,3.555135905543012,1.723302193470183,5.139594877496583,3.246932002729704,1.2552839749366376,4.955722386459737,4.221370958499142,1.6402182262445195,0.5806016899575263
017c0209_1.6928_01ta010d_-1.6928.wav,7.998495228202508,7.980073231632028,3.4835509248573,3.7327712015463246,3.8891624617956966,3.888005339832452,3.927922780558104,1.717280232503339,4.366837117071013,4.640089086007714,1.2647793666437015,4.19661281840728,3.109637464965807,1.2947797372696723,0.2807826390356928
02bo0302_2.0503_02eo031g_-2.0503.wav,6.044912117197832,5.160057459142521,3.701524504110715,3.018802927030131,2.6954505248072387,3.188319971335309,2.682645381698463,1.7514344018589156,3.508871602971311,4.5136249568217055,1.7079526498743065,3.872339756946103,2.79760255947023,0.9784854482128836,0.4125070852009005
02dc020s_0.28782_20vc010c_-0.28782.wav,6.560482206005381,8.847594874895837,3.418803794009036,3.2957597731927937,4.48803361474632,3.3071750959837294,4.318417311268209,0.935245056575496,3.858080595219819,4.840780918648892,1.651595709263849,3.324108762557524,2.727312101657884,1.6665043958368226,0.5647465841932199
20sa0101_0.069808_406o0304_-0.069808.wav,6.84738918679896,9.544972652942572,3.0087206733771263,3.3783145152785283,4.609256166111383,3.3149121753395785,4.756157981247432,1.4434671488313002,4.301920836913753,4.382365733962971,1.1988212064051815,4.5290071495889075,5.342828468129926,1.1871067037192764,0.61733042883103
40hc0219_1.4927_20bo0107_-1.4927.wav,8.43184638182654,6.563570599282822,3.818066443405887,4.015889868606522,3.2336076559391924,4.184163019035787,3.257776785932023,1.114292197991409,5.9496028319258665,3.176737699022975,1.7604895078551666,2.8393894484845257,3.1525429803853275,1.3574435047881108,0.7474366787661189
01uc020b_0.45086_401o030t_-0.45086.wav,7.268363321924186,6.170316700739537,3.634359096200768,3.558787506140128,3.1757303802336208,3.421040935540937,3.0761016580288163,1.0253125055098802,1.8240290554653225,3.3846077849661453,1.7616979328514644,4.633962059995148,3.486391008700212,0.9152649374358056,0.354089178853967
011c0201_2.4532_40ko0311_-2.4532.wav,5.068530948469151,7.647151384500248,3.5539230207031203,2.758276651430363,3.880370932657275,2.593700193356234,3.922968930823556,1.4897882079410576,3.478366524141439,3.3889474504289736,1.3743847840486958,2.101942381183855,4.2492643505510665,1.4734533826853,0.8554294277180104
208c0105_1.9885_40io0304_-1.9885.wav,5.505046589102854,9.93163343549867,3.056551691014336,2.737314040899554,5.031687952262807,2.822453703200327,5.178831548464988,1.5852625736235637,3.3237256162003366,4.629253884581911,0.9194310598435548,3.118023000171648,4.4434782245573246,1.1259326242217058,0.724440698750253
01qa010p_1.1165_20ma0112_-1.1165.wav,7.923304968806538,8.476752550005568,3.572122955263066,3.840415327279732,4.136152032240791,4.000415058811477,4.135858928556644,1.601252922943189,3.5168482786271795,3.4177785687853834,1.0016154007480051,3.107946087055902,3.30242823161568,1.58180531428404,0.6970911379776057
026o030y_0.069894_021a0103_-0.069894.wav,7.665154742202453,8.381186929023729,3.801029446803066,3.6451327343194655,4.07071451593651,3.787775653796779,4.1171149202773005,1.134794128134105,4.427528694911848,5.718730712165434,1.494110308387946,3.8245410160868123,4.918407299337126,1.4985292381964552,0.4938395346835509
01bo0307_0.91005_02co0319_-0.91005.wav,5.5125796926314266,7.874388347601667,3.352566990844214,2.814133948131184,3.8945609085729416,2.9735520744179205,3.880927823403912,1.097767273653393,4.799822731770408,4.066246044395583,0.965689636505724,2.101306275623827,5.496939513334829,1.1343062928016971,0.7359083849999578
401o030e_1.5254_019c0203_-1.5254.wav,7.624294083106839,7.45401416108791,3.418306075628304,3.8614611446457054,3.796456835690236,3.838499524195318,3.628014667613794,1.4567378411267464,3.8539074247265126,2.8455867639613803,1.3850072825075384,2.737679763389453,2.7335795196186625,1.5714379481373324,0.9075610152281616
20ta010x_1.1587_01zc0204_-1.1587.wav,5.3625532705818335,7.15671689168731,3.472837804909925,2.699298384808888,3.689136742432412,2.768682409891027,3.556148558508422,1.2229640820284686,2.3418823772104718,4.1810869621711495,0.9198211393829214,3.655355091203429,4.946997697115686,1.1125002960557169,0.740382012329297
20pc010a_0.61738_01dc0210_-0.61738.wav,9.822662190091734,7.555078868231085,3.661366167538729,4.751686712351729,3.8426531893091567,4.857252621156205,3.9492169678564895,1.712487131555449,6.07157524155524,5.145576068302106,1.67910603820367,4.672520204327322,4.944843878520863,1.247021000981,0.932679726706578
40aa010i_1.2893_205a010p_-1.2893.wav,6.813067081879041,5.011657491430951,3.038718132880597,3.3435247623728945,2.368580214095799,3.422195364557465,2.5192816950172454,1.7315225281594508,2.716277615775652,1.999614502109742,1.3640247246128965,2.737661781101059,3.917079745445761,1.367775231544513,0.4296328214494964
20ec010b_0.19798_029o030l_-0.19798.wav,8.13210970163004,9.476710883960104,3.5860403306263784,4.22524499777326,4.606293478146066,4.132107407064504,4.7485094730164334,0.9276068105748267,4.543484635557824,4.093551772461403,0.9697390077806138,4.95574336481116,4.26856578398305,1.342970284363176,0.6833567905254181
209o010p_1.8416_01sa010u_-1.8416.wav,9.199900688129055,8.402247579632892,3.796486170226181,4.644689689555081,4.24898852706269,4.7941230621790965,4.2620141612588585,1.3289126356514762,3.642675910048214,3.70694944502972,1.0823513650960308,4.409510765503365,6.1560854295659695,1.1495269386472955,0.8754262493101159
